,Year,Type,Country,Activity,sex,Injury,Fatal
4992,1932,Unprovoked,PHILIPPINES,Standing,MALE,"FATAL, torso bitten ",YES
4993,1932,Unprovoked,PHILIPPINES,Standing,FEMALE,"FATAL, torso bitten ",YES
4994,1932,Unprovoked,USA,Swimming,MALE,Two 6-inch lacerations,NO
4995,1932,Unprovoked,AUSTRALIA,Fishing with dynamite,MALE,Foot bitten,NO
4996,1932,Unprovoked,PHILIPPINES,Working near fish traps,MALE,"FATAL, died next day at 03h00",YES
4997,1932,Unprovoked,AUSTRALIA,Swimming,MALE,Thigh bitten,NO
4998,1932,Boating,AUSTRALIA,Fishing,UNKNOWN,No details,UNKNOWN
4999,1932,Provoked,MEXICO,Fishing,MALE,Hooked shark capsized rowboat & the 2 men were drowned PROVOKED INCIDENT,YES
5000,1932,Unprovoked,SOUTH AFRICA,Collecting fish by lamplight in gully,MALE,"Right shin, calf and sole of foot lacerated",NO
5001,1931,Unprovoked,AUSTRALIA,Diving for trochus from lugger,MALE,Left foot acerated,NO
5002,1931,Unprovoked,JAMAICA,Diving off wharf,MALE,FATAL,YES
5003,1931,Unprovoked,USA,Swimming,MALE,Minor injury,NO
5004,1931,Unprovoked,USA,Swimming ,FEMALE,Right thigh & calf lacerated,NO
5005,1931,Invalid,USA,Fishing,MALE,"Swept out to sea by strong currents, his remains found in a 5.5m shark caught off Barbers Point",UNKNOWN
5006,1931,Unprovoked,CUBA,Swimming,MALE,FATAL  (Wire netting installed at local beaches after this incident.),YES
5007,1931,Invalid,USA,UNKNOWN,MALE,"""Mysteriously disappeared"" His body was found in an 18', 750-lb shark caught at Barber's Point on 01-Sep-1931",UNKNOWN
5008,1931,Boating,USA,Fishing for bluefish,UNKNOWN,No injury to occupants. Shark chasing fish struck boat,NO
5009,1931,Unprovoked,CUBA,Swimming a quarter mile offshore,MALE,"FATAL, right leg bitten ",YES
5010,1931,Unprovoked,CUBA,Swimming ,MALE,"FATAL, ""rescuers saw shark trying to drag him under by the leg"" ",YES
5012,1931,Unprovoked,USA,Swimming,MALE,Survived,NO
5013,1931,Unprovoked,AUSTRALIA,Fell overboard?,MALE,FATAL,YES
5014,1931,Unprovoked,FIJI,Swimming,MALE,Multiple injuries ,NO
5015,1931,Unprovoked,USA,Swimming,MALE,Nipped on leg,NO
5016,1931,Unprovoked,USA,"Fishing, had just speared a ulua",MALE,Survived,NO
5017,1931,Provoked,USA,Gaffing & attempting to bring onboard a harpooned shark,MALE,Tip of finger amputated PROVOKED INCIDENT,NO
5018,1931,Unprovoked,USA,Crabbing,MALE,Lacerations to fingers,NO
5019,1931,Boating,AUSTRALIA,UNKNOWN,UNKNOWN,No injury to occupants; oar & rudder bitten,NO
5020,1931,Unprovoked,UNKNOWN,"Fishing, boat capsized",MALE,FATAL,YES
5021,1931,Unprovoked,AUSTRALIA,Fishing with a cast net,MALE,"FATAL, left thigh severely bitten ",YES
5022,1931,Boating,TURKEY,Fishing,UNKNOWN,"No injury to occupants, shark crushed boat",NO
5023,1931,Provoked,AUSTRALIA,"Fishing, hauling in net, shark in net",MALE,"Finger lacerated, PROVOKED INCIDENT",NO
5024,1931,Invalid,AUSTRALIA,Swimming ,MALE,Death may have been due to drowning,UNKNOWN
5025,1931,Unprovoked,AUSTRALIA,UNKNOWN,MALE,Recovered,NO
5026,1931,Unprovoked,AUSTRALIA,Pearl diving,MALE,"Thigh, kneecap & lower leg badly lacerated",NO
5027,1931,Unprovoked,AUSTRALIA,Swimming,MALE,Severe bump & few superficial wounds ,NO
5028,1931,Unprovoked,TONGA,"Swimming, carrying tin can with mail to steamer",MALE,"FATAL, thereafter canoes were used to carry the mail",YES
5029,1931,Unprovoked,PAPUA NEW GUINEA,UNKNOWN,UNKNOWN,No details,UNKNOWN
5030,1930,Unprovoked,AUSTRALIA,Swimming,MALE,"Bumped by shark, legs abraded",NO
5031,1930,Unprovoked,AUSTRALIA,Fell overboard,MALE,FATAL,YES
5032,1930,Boating,AUSTRALIA,Fishing,UNKNOWN,No injury to occupants; shark seized gunwale & tried to overturn boat,NO
5033,1930,Unprovoked,AUSTRALIA,UNKNOWN,MALE,FATAL,YES
5034,1930,Unprovoked,AUSTRALIA,Thrown into water from fishing dinghy,MALE,Laceration to leg,NO
5035,1930,Unprovoked,HONDURAS,Swimming,MALE,FATAL,YES
5036,1930,Boating,AZORES,UNKNOWN,UNKNOWN,"No inury to occupants, shark struck boat",NO
5037,1930,Unprovoked,AUSTRALIA,Fishing,MALE,Minor injury,NO
5038,1930,Unprovoked,SPAIN,Swimming,MALE,Leg bitten,NO
5039,1930,Unprovoked,USA,Swimming,MALE,Lacerations to foot & ankle,NO
5040,1930,Unprovoked,CUBA,Swimming,MALE,"Right arm & leg bitten, arm & leg surgically amputated ",NO
5041,1930,Unprovoked,USA,Swimming,MALE,Arm lacerated from shoulder to wrist,NO
5043,1930,Unprovoked,USA,Swimming / floating,MALE,Lacerations to arm,NO
5044,1930,Boating,TURKEY,Fishing,MALE,No injury but shark damaged boat,NO
5045,1930,Invalid,COSTA RICA,Air disaster,UNKNOWN,Shark involvement prior to death was not confirmed,UNKNOWN
5046,1930,Invalid,SOUTH AFRICA,UNKNOWN,MALE,"Remains of drowning victim recovered from 250-lb female ""blue fin"" shark",UNKNOWN
5047,1930,Unprovoked,USA,Sponge diving,MALE,No injury to diver but shark left 3 toothmarks in his helmet,NO
5048,1930,Unprovoked,AUSTRALIA,Pearl diving,MALE,Arm & chest injured,NO
5049,1930,Unprovoked,AUSTRALIA,Diving off pier & treading water,MALE,FATAL,YES
5050,1930,Provoked,AUSTRALIA,Removing shark from a trap,MALE,Laceration to thigh from trapped shark PROVOKED INCIDENT,NO
5051,1930,Boating,MEXICO,Fishing schooner Jose Luis foundered,UNKNOWN,remains of one of the crew found in shark,YES
5052,1930,Unprovoked,SOUTH AFRICA,Swimming,MALE,Torso & arm bitten,NO
5053,1930,Sea Disaster,MAURITIUS,Swimming to shore after a squall  capsized their motorized shark fishing boat,MALE,Five men were said to have been killed by sharks ,YES
5054,1930,Unprovoked,OKINAWA,UNKNOWN,MALE,Survived,NO
5055,1930,Unprovoked,SOUTH AFRICA,Swimming,MALE,FATAL,YES
5056,1929,Unprovoked,AUSTRALIA,Diving by wharf,MALE,"FATAL, left arm severed above elbow, lacerations on chest, right thumb severed, left thigh lacerated to bone, abrasions  ",YES
5057,1929,Unprovoked,AUSTRALIA,Diving,MALE,Recovered at Thursday Island Hospital,NO
5058,1929,Unprovoked,AUSTRALIA,Bathing or body surfing ,FEMALE,Superficial lacerations on right leg,NO
